CODMUN_LLEGADA;ND;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
23189;0;2;0;0;5;24;3;11;0;2;13;15;38;31;31;25;17;289;27;27;12;87;28;51;81;104;24;32;62;6
23300;0;16;34;11;2;26;19;14;15;18;31;36;57;60;34;49;49;68;88;25;34;82;52;56;48;71;49;29;47;12
23350;0;0;0;0;0;1;0;0;2;1;0;0;9;1;15;173;56;24;457;217;97;131;185;161;124;133;127;89;268;25
23417;1;24;10;0;0;9;22;36;24;43;97;72;199;115;186;156;100;311;212;55;59;102;105;40;55;106;37;34;32;9
23419;0;39;8;15;28;39;57;44;31;94;91;145;316;197;120;139;105;212;138;112;134;97;65;132;140;106;90;67;40;4
23464;0;0;0;0;0;0;0;0;0;11;13;5;29;26;6;2;52;173;0;32;3;10;33;50;20;64;51;15;14;0
23466;2;12;5;2;10;38;13;63;6;28;44;29;44;93;111;2065;502;2120;3606;3777;566;975;1362;2009;1277;2146;1115;1329;2581;165
23500;1;2;0;2;0;64;0;15;1;5;40;7;55;77;60;41;210;310;123;64;48;55;38;96;79;118;116;44;24;11
23555;0;34;0;1;9;71;29;59;75;32;78;39;140;83;135;248;189;339;532;486;177;282;516;516;251;293;209;518;616;76
23570;0;12;0;3;5;5;24;79;191;135;84;51;175;131;110;64;30;181;101;94;39;65;76;65;80;128;126;106;300;21
23574;1;0;10;3;1;26;1;5;0;0;47;27;131;42;59;19;37;37;231;48;8;33;82;32;82;84;57;26;24;6
23580;2;7;2;1;8;3;6;5;0;3;8;6;30;31;86;523;496;1235;1543;2204;393;1128;1995;1314;1030;3580;911;1123;2079;213
23586;0;0;0;0;0;0;0;0;0;0;19;12;19;3;1;18;15;150;69;69;38;7;16;3;0;13;6;5;3;0
23660;0;0;6;0;1;7;0;24;14;0;31;9;37;22;28;26;147;155;712;431;93;94;95;76;147;224;153;154;102;5
23670;0;0;0;0;0;2;0;10;0;0;0;11;26;11;6;10;11;221;166;198;98;57;93;127;74;115;43;83;51;4
23672;0;0;0;0;0;0;0;2;0;0;0;9;10;7;8;1;53;67;35;3;36;24;14;16;12;14;4;18;3;0
23675;4;0;0;0;0;3;0;26;4;0;10;7;38;31;58;66;77;215;171;60;5;65;46;24;101;115;52;27;12;8
23678;0;0;0;0;0;0;0;13;28;1;16;18;28;34;76;25;24;10;40;37;27;41;60;120;107;76;45;34;20;7
23682;0;0;0;0;0;0;10;33;5;11;4;13;24;0;27;0;5;22;28;34;18;48;23;37;67;61;190;111;55;14
23686;0;0;0;0;0;7;8;23;19;16;31;21;85;44;31;59;13;671;121;163;79;80;102;101;206;512;397;121;173;11
23807;10;49;3;14;26;503;104;53;105;92;117;115;334;926;253;1449;983;8074;2815;4130;1381;373;334;733;1342;2234;1076;815;2278;348
23815;0;0;0;0;1;0;0;0;0;0;6;16;54;0;11;0;0;0;8;3;3;17;5;9;0;3;48;49;39;7
23855;5;21;10;0;12;30;15;52;7;34;135;73;367;151;90;77;308;701;5422;1639;321;656;2034;905;1907;935;461;95;38;10
25001;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;13;48;47;8;25;10;32;31;15;0;6;0;7
25019;0;0;0;0;0;0;0;0;4;0;0;0;0;0;6;4;2;5;5;87;10;26;22;23;39;12;16;12;8;7
25035;0;0;0;0;0;0;0;0;0;0;1;5;3;0;5;10;3;0;14;53;6;33;59;39;73;92;45;24;7;38
25040;0;4;4;0;0;0;1;1;0;0;0;0;0;11;0;0;7;17;4;16;40;20;28;26;30;36;17;15;21;0
25053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;58;24;19;69;88;58;35;28;4;6;8
25086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;38;18;23;23;10;23;2;5;0;0;0
25095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;17;0;0;0;0
25099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;10;6;39;16;3;0;12;7;0;20;5;0
25120;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;6;10;7;20;17;33;73;30;70;80;12;16;10
25123;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;24;13;36;42;0;16;16;26;24;7;7;8;0
25126;0;0;0;0;0;0;0;4;0;0;0;0;11;12;1;28;2;19;15;86;77;90;118;70;75;74;90;43;14;22
25148;1;16;2;8;0;0;22;0;5;3;6;5;18;38;9;8;35;131;469;232;161;35;61;90;74;61;50;69;74;3
25151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;0;7;16;43;32;15;10;22;17;3;1;3
25154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;17;7;12;0;5;4;0;0;0;0
25168;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;3;17;75;15;34;29;16;4;25;16;14;4;0
25175;0;0;0;2;0;0;4;0;1;0;0;2;3;6;5;54;43;20;40;204;185;260;211;273;308;303;151;104;64;0
25178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;9;6;24;0;0;2;11;2;12;0;0
25181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;9;19;16;7;4;47;8;4;17;0
25183;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;5;0;38;15;70;24;44;15;43;22;24;16;6;0
25200;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;15;31;37;28;25;22;7;15;12;9;9;0
25214;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;18;4;20;12;24;33;39;40;37;46;19;23;22;4
25224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;4;5;4;10;0;0
25245;0;0;0;0;1;0;0;0;0;0;6;0;4;4;19;7;6;42;23;54;45;45;54;91;92;58;43;28;48;37
25258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;644;17;6;7;14;0;3;0;0;0;3
25260;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;5;24;15;27;42;26;34;30;65;94;67;30;32;8
25269;6;0;0;0;0;0;0;0;0;9;0;0;1;18;16;7;18;200;300;860;890;565;445;249;482;334;167;105;97;73
25279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;14;9;14;9;6;11;5;11;2;0;3;0
25281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
25286;0;0;0;0;0;0;4;0;0;0;0;5;0;0;5;3;11;78;118;186;189;96;163;255;167;189;141;43;75;32
25288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;1;0
25290;2;1;0;0;0;0;0;12;5;2;8;4;23;25;26;10;87;154;375;706;776;736;626;574;965;961;606;386;299;92
25293;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;44;40;0;6;4;0;8;3;0;0
25295;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;21;62;25;20;23;50;16;30;11;14;9
25297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;4;9;4;5;13;7;0;22;16;17;3;0
25299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;0;0;0;8;0;0
25307;2;0;3;0;4;0;0;2;0;0;1;5;1;2;0;11;57;247;456;678;148;122;167;104;192;154;95;105;51;14
25312;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;15;31;76;49;33;24;23;7;1;9;0
25317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;19;0;3;7;14;26;26;44;72;46;43;51;4
25320;0;2;0;6;0;4;0;0;0;0;0;0;0;11;0;12;7;262;268;121;144;58;39;82;104;94;44;31;8;0
25322;0;0;0;0;4;0;0;1;0;7;0;3;0;0;0;16;0;0;9;28;42;63;33;34;38;68;35;18;9;5
25324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;0;0;1;2;0;0;9
25326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
25328;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;12;3;33;3;32;30;51;16;8;0;11;0;0
25335;11;0;0;0;0;0;0;0;0;0;0;0;0;5;12;3;5;0;0;21;4;13;6;0;19;22;26;12;8;10
25339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;22;0;13;4;3;0;2;14;0;18;0
25368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0
25372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;5;0;5;0;1;9;0;0;0;0;0
25377;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;6;0;25;23;23;15;38;28;19;29;15;4;7
25386;0;0;0;7;0;0;0;0;0;0;0;0;0;0;3;16;3;16;21;87;57;58;95;92;78;140;105;43;53;12
25394;0;0;0;1;0;6;0;11;11;0;3;9;0;0;6;5;11;111;800;1352;148;55;10;29;0;15;7;10;23;0
25398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;4;64;30;6;8;3;15;21;10;3;8;0
25402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;35;36;51;45;24;39;34;38;23;14;8;0
25407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0
25426;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;1;0;0;0;0;0;6
25430;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;1;0;58;170;171;231;194;148;69;148;171;121;71;73;64
25436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;16;6;0;7;0;0;2;1;0;0;0
25438;0;0;0;0;0;0;0;13;13;9;51;25;25;2;58;23;38;121;67;180;194;194;240;125;130;108;91;87;79;8
25473;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;7;0;6;108;1176;125;191;125;106;122;120;51;76;48;14
25483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0
25486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;19;13;17;6;5;22;31;3;16;2;11
25488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;29;7;23;8;9;40;19;29;23;23;13
25489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;35;28;5;18;21;6;0;0;0;0;0
25491;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;4;52;37;19;16;26;35;4;10;0;6;2
25506;0;0;0;0;0;0;0;3;1;0;0;0;0;6;0;0;1;7;0;17;12;36;40;23;26;65;41;16;14;12
25513;0;0;0;0;0;6;0;8;0;6;0;5;0;0;2;25;3;41;13;233;229;62;82;45;48;39;49;43;21;8
25518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;20;12;0;6;1;1;0;0
25524;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;5;1;3;14;2;37;20;21;22;15;9;29;8;13;7
25530;7;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;0;7;5;15;15;46;57;70;85;90;41;31;21;4
25535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;36;11;35;37;32;2;9;7;0;24;0
25572;0;7;7;7;1;7;4;0;3;0;14;0;0;0;7;22;0;132;126;150;60;37;41;16;60;60;38;8;7;17
25580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;7;0;0;4;6;35;10;4;11;4;1;12;0
25592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;19;8;12;0;0;0;0;4;2;0
25594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;21;3;0;8;0;0
25596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;22;11;5;16;13;24;12;19;7;6;6;5
25599;0;0;0;0;0;0;0;11;4;0;0;0;0;0;0;8;0;0;0;0;10;24;40;39;24;69;22;26;18;6
25612;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;11;0;30;9;38;13;8;7;23;35;17;6;13;0;4
25645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;31;10;7;4;9;36;26;46;11;8;27;14;9;0;0
25649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;9;0;6;0;14;18;27;14;5;4;0
25653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;3;0;0;3;5;0
25658;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;8;71;74;74;57;77;57;23;12;24;11;18
25662;0;0;0;0;0;0;0;0;0;0;0;8;3;4;3;10;2;31;67;52;82;44;26;45;28;45;10;17;6;0
25718;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;31;87;61;45;67;44;62;40;8;10;0;0
25736;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;24;15;5;5;7;0;10;4;0;7;0
25740;0;0;0;0;0;0;5;4;0;2;11;16;3;0;0;25;4;31;62;93;54;34;103;57;68;118;88;47;21;5
25743;0;0;0;0;0;0;6;0;0;0;6;1;0;0;12;19;3;20;36;69;329;74;107;91;97;136;98;62;27;20
25745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;13;8;0;0;0;0
25754;6;8;2;11;7;14;5;11;19;10;26;34;36;37;76;346;484;2420;4137;5011;3845;2404;2636;3990;5032;4598;2946;1243;1686;663
25758;0;0;0;0;0;0;0;0;0;0;0;0;4;5;8;0;0;0;11;44;7;33;21;9;16;2;9;2;4;4
25769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;5;0;4;3;4;15;4;8;10
25772;0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;0;0;8;0;19;16;6;17;4;8;8;14;10;2;0
25777;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;0;7;0;4;0;0
25781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;4;5;0;12;17;13;15;0;0;8;0
25785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;15;14;29;21;21;8;29;12;19;23;11;2
25797;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;0;0;33;9;21;13;17;22;23;20;10;2;9;14
25799;0;0;0;0;0;0;0;0;0;6;0;4;0;0;0;0;0;3;54;69;111;55;16;33;13;53;35;26;10;7
25805;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;7;17;0;0;10;13;26;25;8;15;17;7;20;6
25807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;5;0;8;6;1;7;4;13;0;4;0;0
25815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;0;8;14;22;5;7;5;13;26;27;17;3;17;10
25817;2;0;0;0;0;0;0;0;0;6;0;0;0;0;10;0;0;33;23;9;75;84;35;36;75;86;28;17;12;15
25823;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;3;11;0;69;92;34;43;34;37;33;10;6;5;0
25839;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;2;14;12;27;3;1;0;13;7;10;0
25841;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;12;2;14;0;4;16;4;0;0;0;1
25843;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;5;0;10;15;4;13;47;46;26;52;38;19;50;14
25845;0;0;0;0;0;0;0;0;0;17;30;8;0;0;0;3;0;0;22;16;20;4;13;14;29;6;9;0;0;0
25851;0;0;0;0;0;5;0;0;0;0;4;1;0;0;0;0;0;11;57;247;25;16;10;7;10;17;0;7;8;0
25862;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;26;45;43;35;29;54;51;18;18;7;7
25867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;3;27;13;19;12;1;1;0
25871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;23;5;0;11;0;0;0;0;0;0
25873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;305;0;0;0;10;0;0;0;0;0
25875;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;16;27;83;44;9;20;22;20;4;20;8;7;9
25878;5;3;0;5;1;0;0;4;1;6;10;0;10;15;13;27;30;28;34;51;3597;97;150;88;110;143;128;78;46;19
25885;0;6;0;5;5;14;12;11;0;7;0;7;18;0;3;0;8;21;56;34;20;61;18;84;60;12;8;13;3;0
25898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;8;0;7;2;4;4;5;16;0;1;0
25899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;25;65;260;263;64;125;112;143;82;37;30;33;8
27001;17;63;16;13;29;41;34;27;28;18;64;91;165;737;1417;623;1839;12038;9568;22916;5119;2359;6453;2187;2253;1353;1167;971;3022;553
27006;0;22;20;8;7;21;2;57;27;102;54;150;3535;713;580;305;1246;927;480;192;110;92;955;93;66;122;153;115;432;28
27025;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;2;13;277;10;12;91;20;26;0;354;732;7;4;3
27050;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;59;11;10;4;0;0;0;9;15;0;4;5;1
27073;0;1;1;0;0;0;5;0;0;4;0;7;4;10;1;0;12;281;534;923;45;31;135;54;18;82;34;17;11;8
27075;0;4;12;1;0;1;0;4;13;8;13;16;2;456;118;1;545;73;1455;1133;94;18;95;48;24;298;42;42;38;26
27077;0;0;0;0;0;0;1;0;0;0;0;0;4;0;1;16;0;8;0;9;0;11;871;341;341;459;950;344;1249;127
27086;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;0;284;0;0;0;0;14;0;6;1;0;0;0;0;0
27099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;0;8;0;207;2021;3690;161;14;3;90;40;14;8;1
27135;0;0;0;0;0;1;0;0;0;0;0;4;0;3;0;0;0;0;172;5;0;7;15;5;7;6;0;3;16;5
27150;0;0;0;0;3;0;0;0;1;0;0;0;0;2;45;1079;24;31;17;718;23;28;19;17;2264;20;42;16;0;0
27160;0;1;0;0;2;0;0;0;0;0;0;0;0;0;7;0;3;4;6;3;14;2;0;0;11;4;0;28;4;3
27205;6;11;0;5;4;0;52;0;22;0;0;8;6;4;9;43;11;7;38;1452;41;377;133;143;616;40;32;43;13;5
27245;0;0;0;3;8;4;0;4;1;29;11;6;10;110;245;773;77;152;1408;335;111;146;101;70;84;124;33;55;37;11
27250;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;61;186;122;7;13;0;0
27361;0;0;1;6;3;10;5;9;0;0;10;16;18;22;103;776;55;99;133;141;89;1228;235;361;977;1978;350;425;202;52
27372;0;0;0;0;0;0;0;0;0;6;0;0;0;17;1;0;461;22;83;14;33;20;22;17;2;17;90;13;3;3
27413;0;3;0;0;0;0;0;0;4;0;1;0;0;0;0;75;5;9;769;447;807;12;15;8;17;15;2;35;42;41
27425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;323;0;5;4;3;66;0;0;44;4
27430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;71;91;118;89;222;335;204;20
27450;0;0;0;0;0;0;13;0;0;0;11;0;0;0;7;0;0;3;14;0;0;74;25;90;84;85;27;16;6;13
27491;0;0;0;0;0;0;0;0;0;4;0;2;1;0;111;15;6;10;66;4;25;48;43;16;43;51;15;5;0;0
27495;0;0;0;0;0;0;0;0;0;4;0;18;0;2;7;4;19;73;765;38;6;28;15;9;30;0;150;43;18;0
27580;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;64;126;1;89;4
27600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;804;21;5;0;1;25;0;17;52;6;0
27615;0;6;14;0;21;2;0;2;0;6;8;44;36;152;10634;112;465;206;556;1059;39;19;86;260;21;32;12;7;147;9
27660;0;3;7;0;0;0;1;0;5;6;12;0;3;13;4;16;10;20;50;53;109;61;157;79;83;73;21;21;38;6
27745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;310;3;0;9;6;0
27787;1;0;1;0;2;0;0;0;0;9;0;0;10;390;185;53;97;264;436;2057;55;27;28;47;33;41;30;67;18;40
27800;0;7;4;14;3;1;4;16;40;30;45;42;121;667;1687;383;353;737;768;223;145;126;140;838;117;122;611;94;168;2
27810;0;0;0;0;0;0;0;8;0;2;0;0;0;15;0;0;6;14;20;6;13;1;28;31;53;22;34;38;7;9
41001;24;59;18;2;12;20;3;17;30;47;46;12;87;83;300;1047;1003;1210;2864;7683;3627;3917;3756;4908;6355;5152;3439;2111;2200;1052
41006;0;0;0;0;0;0;0;0;0;0;0;5;7;0;0;0;55;120;202;94;73;81;134;388;480;382;229;248;150;85
41013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;27;0;0;10;13;0;43;73;33;12;14;12
41016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;26;243;118;60;79;139;103;130;130;92;51;69;30
41020;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;22;0;47;53;60;22;49;30;93;74;59;27;30;27;32
41026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;6;14;48;6;14;11;31;23;17;9;5
41078;0;0;0;0;0;0;0;0;0;5;5;0;0;0;7;0;0;21;39;151;386;67;130;140;130;62;390;62;126;9
41132;0;0;7;0;0;4;5;0;8;0;8;0;0;1;0;0;1;41;261;336;244;223;230;282;455;392;253;212;234;100
41206;8;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;4;0;143;1308;8;30;9;343;436;298;31;110;8
41244;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;11;0;11;10;0;0;4;18;9;3;64;15;0;1;0
41298;0;0;6;0;0;7;19;10;9;4;16;5;1;17;10;11;36;463;703;642;497;480;747;1376;1374;1170;537;477;348;71
41306;0;2;0;2;0;0;0;12;5;0;1;0;3;3;0;17;0;35;74;132;109;283;144;232;240;287;126;105;137;106
41319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12;91;140;167;98;111;117;287;250;198;101;73;100;18
41349;0;17;0;0;0;0;0;0;0;0;0;5;0;1;0;10;6;5;21;41;40;33;36;48;83;54;20;61;73;34
41357;0;0;0;0;0;5;0;0;5;0;0;0;0;0;8;0;0;9;16;27;28;2;37;17;57;30;54;53;53;11
41359;8;0;0;0;8;5;12;0;2;1;0;30;4;19;37;41;19;43;188;112;82;64;81;221;223;218;122;115;144;90
41378;0;0;0;0;2;0;0;0;0;10;0;0;0;0;0;0;9;48;47;56;40;71;92;102;125;221;112;75;84;31
41396;5;6;16;5;0;0;5;9;4;16;4;6;14;9;16;69;32;232;502;396;260;141;185;304;481;332;348;183;132;52
41483;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12;0;44;22;26;12;14;10;3;3;0
41503;5;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;6;11;17;44;27;100;61;120;151;135;38;29;66;24
41518;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;30;17;4;20;39;35;33;47;27;25;22;4
41524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;72;0;75;62;89;171;39;64;107;153;145;105;88;64;57
41530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;4;28;45;63;120;59;122;94;126;100;57;27;51;26
41548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;36;21;80;40;56;43;91;33;39;22;4
41551;9;3;7;6;0;4;22;0;3;6;21;18;21;7;45;145;417;676;1282;1509;716;677;1725;2068;2310;1769;1245;1039;1302;907
41615;0;22;0;0;0;0;0;3;0;0;5;0;14;3;0;10;13;10;93;128;50;100;100;173;298;259;177;99;78;46
41660;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;8;10;14;30;46;63;102;131;209;176;85;45;57;42
41668;0;0;0;0;7;0;0;0;0;0;3;0;0;4;3;5;4;35;200;123;51;89;128;170;381;294;203;125;161;87
41676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;9;14;49;46;62;131;157;108;51;64;26;21
41770;0;0;0;0;0;8;0;0;0;2;0;0;0;0;2;0;5;5;82;61;76;116;172;252;382;436;222;116;185;73
41791;0;6;0;0;0;0;0;0;0;0;0;0;8;9;16;6;5;4;22;15;94;38;64;40;78;56;34;17;83;35
41797;0;0;2;0;0;0;0;0;0;9;0;0;0;0;0;3;0;31;43;48;27;40;47;77;105;47;56;56;23;47
41799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;22;35;15;59;11;39;41;174;58;36;14;15
41801;0;3;0;0;0;4;0;6;0;0;0;10;0;0;0;21;8;7;51;60;16;2;31;35;39;73;46;41;67;8
41807;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;26;7;35;57;53;265;229;337;134;106;47;64;23
41872;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;14;20;25;40;13;55;43;37;34;30;21;27;4
41885;0;0;0;0;3;0;4;5;0;4;2;0;2;0;6;9;6;17;24;10;18;22;17;46;69;61;22;34;27;2
44001;39;18;3;2;21;0;5;24;22;38;27;62;481;222;169;488;627;3243;3660;6735;3150;3703;4247;3076;3644;5801;3852;1252;686;283
44035;0;0;0;3;9;0;4;3;12;2;0;0;6;12;211;179;143;98;78;124;115;148;260;211;93;156;92;89;70;20
44078;0;0;0;0;0;0;0;10;0;0;0;0;20;4;22;195;65;229;138;113;552;125;143;216;92;1100;121;130;118;25
44090;1;7;3;7;9;8;13;11;0;14;7;0;12;48;58;33;54;685;657;605;421;951;2019;2091;1132;1000;641;334;226;80
44098;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;8;1;23;10;40;176;2;31;9;17;19;28;0;19;1
44110;1;0;2;0;4;0;4;5;16;23;3;15;66;80;47;170;129;416;273;595;246;410;460;450;219;193;267;133;81;11
44279;80;0;0;3;0;8;0;0;0;0;0;2;28;68;123;33;74;1310;937;465;486;210;164;271;223;194;233;71;158;15
44378;0;14;0;8;3;12;18;51;27;34;13;9;35;32;26;43;36;68;70;107;40;59;88;133;95;137;105;14;23;19
44420;0;0;0;0;0;0;0;0;0;0;0;3;4;0;8;9;0;4;7;10;14;20;31;7;24;30;1;0;6;3
44430;20;3;0;0;3;1;2;20;3;17;28;13;12;19;104;53;147;558;976;1171;573;518;559;484;316;461;321;177;78;195
44560;0;1;6;6;0;11;9;2;10;4;0;21;4;26;12;6;29;68;30;76;61;44;51;156;77;50;15;19;19;0
44650;11;37;1;3;0;4;0;27;21;42;9;3;22;21;132;53;572;265;505;5159;2326;906;1003;771;223;163;100;75;73;10
44847;0;0;0;0;0;0;0;0;0;17;8;8;7;0;13;6;19;15;38;31;25;734;18;18;22;24;26;26;16;0
