CODMUN_SALIDA;ND;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
23162;15;11;1;0;0;10;1;8;0;5;13;0;4;9;3;27;17;24;60;85;54;33;92;67;79;58;76;50;46;17
23168;5;0;0;0;0;12;0;8;0;3;13;3;0;0;0;12;30;26;15;20;7;14;24;22;25;24;0;0;0;1
23182;15;0;0;0;2;8;12;19;10;54;5;4;3;20;25;29;24;52;73;52;38;41;57;46;27;75;11;21;5;4
23189;4;0;4;6;0;3;0;2;3;0;0;0;0;4;6;19;12;15;36;57;30;41;95;91;55;51;59;18;15;6
23300;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;6;8;13;22;16;27;0;0;4;10;14;6;4;0
23350;0;0;0;0;0;17;0;0;0;0;0;2;0;0;1;8;0;0;15;0;8;10;0;5;40;35;111;526;410;22
23417;19;11;0;5;3;12;0;13;5;7;22;13;49;25;40;25;62;43;106;155;73;121;134;97;97;173;351;365;217;25
23419;13;15;22;6;43;177;75;28;51;44;13;37;39;25;34;22;57;48;83;72;46;59;40;72;92;59;51;45;79;18
23464;0;6;0;0;0;2;0;13;0;0;12;0;0;4;3;4;0;0;55;75;31;73;35;25;10;32;3;3;17;4
23466;523;52;10;11;19;33;52;139;68;20;58;35;61;77;163;1702;562;1055;2207;3718;842;1025;1478;2957;1516;2128;1553;2376;4053;225
23500;10;5;3;0;2;10;5;6;0;8;0;0;18;31;21;25;13;10;43;111;34;42;82;43;73;165;251;255;127;23
23555;27;21;1;15;17;14;14;55;47;36;32;37;16;23;57;122;133;184;307;202;129;115;129;226;155;274;367;822;485;78
23570;20;4;3;13;7;58;54;701;68;52;45;11;15;48;47;38;50;122;171;103;40;60;90;69;53;67;68;384;124;11
23574;10;5;7;0;8;0;1;20;8;1;6;2;9;41;9;27;39;40;52;60;27;72;39;32;63;166;160;90;60;23
23580;633;29;7;9;44;11;28;58;55;49;30;23;63;80;236;666;828;1446;3059;2526;501;1392;2202;1899;2132;5398;1776;1656;1883;213
23586;20;0;2;0;0;0;0;0;0;0;0;0;0;0;7;9;17;6;49;7;9;7;25;11;18;15;8;17;4;6
23660;14;3;0;0;0;1;0;15;11;18;15;4;5;19;29;29;52;72;189;134;53;54;54;63;88;89;64;33;80;9
23670;15;13;5;0;18;6;8;64;76;61;61;53;62;63;481;57;60;132;249;310;132;256;131;84;76;59;51;16;20;10
23672;0;0;0;8;5;6;9;0;0;0;0;3;10;13;4;2;15;21;59;12;23;25;29;58;36;47;119;42;27;17
23675;9;0;4;0;0;0;0;0;0;3;1;4;10;20;13;22;17;33;66;104;93;59;119;109;143;111;280;265;276;51
23678;4;0;0;0;0;0;5;19;18;0;5;0;0;1;17;1;9;29;51;31;46;31;75;42;8;33;24;8;3;3
23682;0;0;1;0;2;6;12;52;5;11;8;0;16;9;0;12;20;13;9;39;6;76;34;21;58;77;279;155;174;26
23686;9;4;0;2;0;0;0;1;0;0;1;2;17;19;6;7;7;35;40;65;40;29;21;52;55;35;355;126;132;17
23807;2772;223;56;68;124;909;514;428;265;322;263;295;799;5844;1499;3953;12673;10994;6495;6390;2321;1403;1658;2458;3576;4305;2387;1612;3272;561
23815;0;0;0;0;0;0;0;0;4;7;12;0;6;4;0;12;15;7;3;9;8;0;4;6;2;16;17;3;4;7
23855;192;61;30;39;40;111;97;144;101;95;402;337;797;447;361;434;664;591;8102;2831;576;611;1995;736;1583;1382;620;217;194;59
25001;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;9;8;48;68;33;6;21;3;17;11;6;0;7;2
25019;0;0;0;0;0;0;0;0;4;0;0;0;5;0;9;0;0;13;40;228;107;40;47;13;15;21;6;0;0;0
25035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29;33;49;23;33;17;34;12;0;0;3;4
25040;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;5;53;52;59;66;34;28;40;18;5;0;0;0
25053;8;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;2;23;54;200;95;47;132;38;111;68;20;17;3;6
25086;3;0;0;0;0;1;0;8;0;0;0;0;3;0;0;0;5;26;30;49;71;32;35;36;52;22;3;0;14;1
25095;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;7;25;31;79;24;10;16;30;6;11;7;0;0
25099;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;16;0;9;15;0;0;0;0;5
25120;19;1;0;0;0;0;4;0;1;2;0;0;0;0;17;10;14;28;46;156;137;118;75;131;88;144;117;61;65;18
25123;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;5;34;32;27;14;14;1;3;0;0;0
25126;0;0;0;0;0;0;0;0;0;0;0;0;5;2;4;6;0;6;0;0;3;3;18;11;10;7;0;0;0;0
25148;402;26;23;18;1;5;25;11;7;7;37;22;37;38;37;35;162;716;829;454;302;191;161;253;304;133;61;17;14;28
25151;12;0;0;0;0;0;0;0;3;5;0;0;0;0;0;6;5;29;28;31;8;23;43;8;11;6;6;0;0;8
25154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;5;0;0;0;0;1;3;6;0;0;0;0
25168;9;0;3;0;0;0;0;13;7;0;0;6;8;13;5;29;4;21;95;399;92;51;36;40;31;25;10;0;0;6
25175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;0;15;0;0;4;8;9;7;0;0
25178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;21;3;20;28;20;7;19;11;0;0;3
25181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7;0;3;0;15;0;20;7;0;0;0
25183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;27;7;14;19;0;7;0;0;3;0
25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;11;0;0;0;0
25214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
25245;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;7;12;9;50;84;76;83;99;89;179;149;24;3;5;14
25258;2;0;0;6;0;0;0;4;0;0;8;0;2;0;10;10;6;35;43;1209;228;64;39;75;52;85;11;6;1;1
25260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;17;0;0;0;0;0
25269;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;17;1;8;17;27;32;20;45;62;5;0;0;0
25279;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;9;55;5;2;29;10;10;20;7;0;3;2
25281;0;0;0;0;0;0;0;0;0;0;2;0;8;0;0;2;14;9;17;26;10;2;15;13;8;6;3;0;0;0
25286;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;6;6;0;4;0;15;0;8;0;0;4;3
25288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0
25290;14;0;0;0;0;7;1;0;3;0;0;0;1;0;11;6;8;47;99;107;224;188;198;170;185;186;85;27;21;10
25293;8;0;0;0;0;0;0;0;0;1;5;0;1;15;8;10;3;19;8;17;94;83;47;54;50;19;13;0;0;4
25295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
25297;4;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;19;41;40;36;52;37;56;4;10;8;4;5
25299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;24;28;30;20;4;4;17;1;0;0;2;4
25307;3;0;0;0;0;0;0;0;0;0;1;4;0;0;0;2;10;9;23;32;23;46;31;70;89;63;9;6;0;17
25312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;7;4;16;2;17;25;17;10;0;6;1
25317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;5;2;10;0;0;0;0;3;0;0
25320;1;0;0;4;0;0;0;0;0;0;4;0;0;12;10;5;1;12;140;243;251;154;159;98;236;92;65;12;6;0
25322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;12;1;7;9;9;3;3;0;0;0;0
25324;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;22;7;3;24;10;14;0;5;0;1;0
25326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;10;0;0;0;0;0
25328;3;0;0;0;0;0;0;0;0;0;4;0;0;5;0;0;5;10;63;141;181;36;37;32;25;52;15;9;1;0
25335;28;0;0;0;0;0;0;0;0;0;8;0;0;0;1;14;6;62;12;67;40;29;15;15;30;13;3;4;21;6
25339;6;0;0;0;0;0;0;0;2;0;0;0;0;0;12;0;10;33;161;85;0;22;7;15;11;26;51;9;62;8
25368;0;0;0;0;0;0;0;7;1;0;0;0;1;6;3;6;5;12;15;38;32;50;37;27;25;6;5;0;4;0
25372;8;0;0;0;0;0;0;0;0;0;0;1;0;8;0;6;6;0;39;55;50;58;13;12;24;10;2;0;0;8
25377;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;9;6;0;0;0;10;37;3;8;0;0
25386;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;45;52;26;155;118;79;60;64;25;0;3;9
25394;35;5;3;1;2;5;7;16;13;23;14;23;2;37;21;57;126;291;1438;5986;1054;243;153;128;168;49;37;13;8;19
25398;2;0;0;4;0;0;0;2;2;0;0;0;0;0;6;18;5;31;46;178;185;31;29;27;32;20;17;0;0;3
25402;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;9;11;9;19;5;12;41;9;7;11;0;4
25407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;4
25426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;7;38;19;13;31;17;14;0;0;0;0
25430;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;1;0;0;9;6;22;9;0;0;0
25436;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;2;0;5;13;27;16;3;9;18;0;14;0;0;0
25438;31;2;0;0;0;4;9;1;17;20;82;38;48;72;116;96;127;425;284;575;469;301;346;137;166;101;51;39;9;1
25473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;5;4;2;14;8;0;13;0;8
25483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;11;0;12;3;0;0;3;0;6;0
25486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;0;6
25488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15;3;4;8;9;7;0;0;0;3
25489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;18;80;26;8;53;10;6;0;8;0;0;0
25491;1;0;0;0;0;0;0;0;0;0;0;4;0;2;4;0;0;8;7;16;22;22;8;0;15;5;7;5;0;0
25506;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;9;0;9;24;69;69;76;15;96;78;91;46;24;60;18
25513;19;0;0;0;0;0;7;5;0;0;5;0;0;8;10;1;19;31;45;161;129;60;105;90;91;64;21;11;5;5
25518;16;0;1;0;0;6;4;1;0;6;0;2;0;50;0;0;0;0;7;46;160;29;64;96;108;24;9;20;0;0
25524;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;18;26;55;34;73;126;28;40;53;42;0;12;11
25530;60;0;0;0;0;0;0;0;6;0;3;0;6;2;11;58;7;52;43;70;57;64;65;50;96;22;15;11;0;7
25535;4;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;10;26;78;54;71;74;63;110;111;38;12;0;9
25572;5;0;0;0;0;0;0;0;0;0;4;6;0;0;4;22;0;4;0;8;20;26;50;40;71;43;48;7;22;0
25580;14;3;0;0;1;0;2;2;1;0;0;5;9;0;4;14;43;36;63;303;222;77;48;75;48;37;9;13;4;5
25592;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;8;0;13;12;243;118;37;19;29;18;5;7;4;3;0
25594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;28;19;7;20;32;5;12;3;0;0;0;0
25596;13;4;0;8;0;0;0;4;11;1;3;0;13;4;0;30;52;53;119;165;274;169;95;105;87;97;32;6;8;9
25599;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;17;18;1;62;28;31;44;46;21;25;12;0;0;0
25612;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;7;1;11;0;4;13;0;0;0;0
25645;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;16;6;30;51;29;19;27;2;0;4;0
25649;8;1;0;0;0;0;0;6;0;0;0;0;0;0;0;8;1;9;29;50;65;52;67;24;75;69;22;23;0;0
25653;0;0;0;0;0;0;0;0;0;4;0;0;0;3;3;0;0;10;9;20;45;44;16;25;11;28;5;0;0;3
25658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;26;7;5;12;13;12;0;4;0;0;0
25662;16;0;0;0;0;0;5;0;1;0;12;0;6;9;8;8;12;37;205;421;522;241;186;136;201;104;16;12;18;3
25718;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;22;135;188;26;42;64;18;21;13;0;2;0
25736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;16;17;0;0;0;0;0;0;0
25740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;9;56;5;31;10;34;27;21;0;0;0;4
25743;1;0;0;0;0;0;0;0;0;0;3;5;7;2;12;3;4;5;41;230;1190;295;180;182;106;141;130;13;0;6
25745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;4;0;12;0;0;0;1;0;3;5;0;0;0
25754;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;7;10;44;48;12;77;142;152;365;561;305;31;137;155
25758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;13;17;9;0;0;0;0
25769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;8;6;3;6;5;3;0;0;6;0
25772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0
25777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;20;17;8;0;13;6;0;0;4;0
25779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
25785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;5;0;0;14;0;0;0;0;0
25793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;0;4;0;0
25797;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12;0;3;0;6;26;16;12;9;0;0;0;0
25799;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
25805;0;0;0;0;0;0;0;0;0;15;0;5;0;0;0;5;3;14;31;96;188;158;75;64;40;21;13;13;1;3
25807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;6;0;2;5;0;0;0;0
25815;25;0;0;0;0;0;0;0;0;0;0;0;0;0;12;39;2;11;17;55;61;92;46;32;80;34;3;0;0;4
25817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;6;0;0;0
25823;3;0;0;0;0;11;0;0;0;0;12;11;9;1;26;5;16;23;96;773;474;68;116;27;60;83;26;1;6;3
25839;1;0;0;0;0;0;0;0;0;0;1;12;14;0;7;7;13;0;0;38;95;124;115;64;42;49;14;4;0;0
25841;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;22;0;8;33;36;16;16;0;0;14;0
25843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;7;8;3;4;0;14;0;0;0
25845;0;0;0;0;0;0;0;0;0;20;30;0;7;0;0;9;0;0;20;29;16;17;32;14;30;25;8;0;5;0
25851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;36;79;85;28;28;26;62;12;7;0;0;1
25862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;23;180;167;98;49;34;66;37;17;7;4;0
25867;2;0;0;0;0;0;0;2;0;5;0;0;0;0;6;18;14;13;42;30;185;51;40;21;23;9;10;0;4;0
25871;5;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;0;15;28;52;63;15;11;0;36;16;8;0;0;0
25873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;23;305;0;5;6;19;5;0;0;0;0
25875;23;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;3;15;42;181;195;89;47;41;63;27;18;0;0;13
25878;39;6;0;9;1;0;3;14;13;31;68;62;94;63;120;93;140;275;256;411;5896;496;196;186;299;226;79;26;9;7
25885;179;36;21;17;26;16;22;47;12;12;18;17;31;29;37;39;69;269;507;372;161;146;177;166;330;276;133;58;27;12
25899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;8;11;16;29;0;0;0;0
27001;447;23;0;2;5;11;35;14;32;11;10;35;80;171;502;322;1262;3875;2458;6019;2443;951;1415;2203;2380;1809;870;608;1774;429
27006;110;29;23;14;9;33;22;65;64;163;43;175;3725;1007;781;474;1487;1220;960;441;109;219;235;162;166;140;67;93;405;47
27025;22;0;6;0;1;5;1;0;1;0;4;16;16;23;202;61;103;306;4522;978;668;196;257;247;418;735;1125;248;202;107
27050;4;0;3;0;0;0;0;0;0;0;0;0;6;3;6;25;15;160;103;161;822;88;44;56;36;106;14;13;71;54
27073;653;0;0;0;5;3;5;13;15;0;22;14;5;13;66;13;68;1603;1449;1384;502;262;525;404;310;345;176;86;367;239
27075;15;2;0;0;0;0;0;0;0;0;0;0;6;20;98;10;316;51;52;1177;53;24;40;68;57;296;67;62;59;33
27077;15;0;0;0;0;12;0;0;0;6;0;9;13;29;12;35;57;30;146;90;137;175;1168;482;627;913;1148;388;692;155
27086;7;1;2;5;0;6;9;11;6;10;12;15;27;32;113;78;24;41;12;2;11;37;77;124;124;59;0;8;7;7
27099;269;17;0;0;5;5;6;6;5;13;10;7;65;186;483;197;385;1140;211;14833;3523;5428;3296;626;303;304;201;126;64;26
27135;11;0;0;0;5;0;0;0;0;0;0;0;7;23;1;0;5;31;60;84;4;14;11;77;37;53;25;57;36;5
27150;8;11;5;0;7;0;0;2;0;14;12;12;14;131;2823;1145;10;810;1464;2871;62;1484;50;159;2277;29;57;36;22;31
27160;4;18;0;2;0;0;6;0;4;0;0;0;0;0;1;0;2;0;6;6;2;0;11;10;10;4;0;3;12;0
27205;39;0;0;0;0;0;0;0;0;12;4;0;13;14;15;124;93;58;132;910;97;395;312;218;761;188;157;94;30;28
27245;61;0;3;9;15;10;47;17;17;12;45;24;24;218;326;1067;191;624;2449;407;146;141;71;119;115;90;39;43;249;180
27250;7;0;0;0;0;0;0;0;0;2;0;7;0;7;13;17;7;9;37;122;137;217;243;341;572;459;201;549;649;246
27361;35;10;0;3;5;5;7;4;2;10;1;18;4;27;88;686;77;90;2572;306;227;1372;464;515;904;2675;550;522;398;127
27372;328;1;12;0;0;1;0;0;4;2;0;25;0;492;13;52;883;323;1800;186;17;35;22;21;43;19;93;3;7;1
27413;0;0;0;0;0;0;2;0;5;5;2;0;0;2;11;8;21;37;1455;1755;986;81;128;148;142;137;47;75;99;53
27425;0;7;7;0;0;2;0;0;0;0;0;12;16;10;11;16;11;37;570;102;408;284;2910;235;408;413;173;79;1521;113
27430;3;0;0;1;0;0;1;0;0;1;0;0;3;8;4;86;0;39;47;101;76;20;112;250;186;353;487;821;1152;163
27450;0;0;0;0;0;0;0;5;4;0;5;2;8;20;8;0;27;24;11;16;5;183;68;73;123;193;112;111;142;64
27491;25;0;1;0;0;0;0;6;7;10;9;11;22;11;346;45;56;94;231;401;247;425;257;232;367;347;127;48;94;34
27495;0;0;0;0;0;0;0;0;0;0;3;0;0;29;0;9;13;112;854;131;32;57;99;126;131;147;237;82;93;18
27580;0;0;0;0;0;7;0;0;1;0;0;0;0;2;76;67;37;9;16;702;13;16;53;47;28;100;159;10;103;7
27600;0;0;0;0;0;0;5;0;0;0;0;0;13;8;41;0;1;86;23;1521;56;43;60;30;390;40;27;29;31;2
27615;1412;48;32;35;57;9;117;121;59;115;99;151;461;2910;44860;2737;2157;6901;2848;3357;670;457;734;1095;848;546;246;139;402;100
27660;20;0;7;0;0;0;2;0;4;2;5;0;5;19;36;10;26;56;141;469;958;703;692;500;568;789;286;138;197;58
27745;2;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;0;4;11;28;23;18;53;590;909;106;17;42;21;20
27787;99;9;1;2;2;0;1;0;3;18;0;34;18;412;170;126;186;718;1089;3561;280;198;107;166;245;212;122;163;99;163
27800;194;47;7;46;49;14;27;121;131;96;53;88;379;2033;2410;575;491;1698;993;497;205;308;239;1163;172;175;639;122;263;60
27810;0;0;0;0;0;0;0;0;0;2;0;0;0;4;13;0;0;0;0;0;2;21;7;15;29;20;42;7;23;5
41001;52;6;0;0;0;0;1;13;9;0;0;11;18;15;45;146;74;177;455;741;461;912;788;927;1389;1267;807;763;736;328
41006;36;1;12;21;7;0;0;0;0;15;0;3;12;8;26;32;10;67;145;369;654;412;263;476;451;508;325;291;177;74
41013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;8;13;17;17;21;33;17;30;17;26;1
41016;6;0;0;3;0;0;0;0;0;0;0;0;15;0;12;0;14;10;164;141;109;110;133;147;341;293;208;178;88;38
41020;42;23;8;0;1;0;1;7;1;3;19;5;2;14;74;100;42;196;422;1242;1048;1089;883;1036;1393;1191;793;553;718;253
41026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;9;3;8;28;10;54;11;15;5;0;0
41078;12;0;0;0;0;6;0;8;3;5;5;4;10;15;52;36;16;72;153;309;727;310;510;473;428;310;214;155;161;50
41132;16;0;0;0;0;0;2;2;0;0;5;5;2;0;0;8;7;20;52;89;216;97;170;270;413;333;284;154;149;35
41206;60;10;0;3;16;3;1;5;8;3;9;0;17;16;8;55;41;189;191;1015;1798;403;403;359;995;912;1000;210;355;87
41244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;12;3;4;3;0;10;7;10;2
41298;17;0;5;0;0;0;0;0;20;4;7;2;0;0;4;14;6;43;69;192;207;265;309;443;699;725;644;415;395;164
41306;17;2;0;0;0;4;6;16;5;4;7;0;8;20;11;31;59;16;128;285;357;412;337;444;555;505;374;197;176;83
41319;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;2;11;17;65;46;69;21;32;75;101;141;174;140;145;52
41349;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;6;31;58;65;20;91;61;101;79;126;61;19;6
41357;5;0;0;2;0;0;0;20;6;3;0;5;0;0;8;10;30;59;80;50;75;116;112;363;311;230;141;131;100;40
41359;5;4;0;1;0;5;0;0;0;5;0;42;8;9;46;17;22;32;246;246;333;198;352;284;253;269;368;308;270;89
41378;14;0;0;0;4;0;0;0;0;0;0;0;0;0;4;5;0;77;46;81;33;67;49;91;66;98;102;79;69;33
41396;7;6;20;2;1;0;16;1;0;12;2;0;20;15;13;0;20;40;151;290;267;300;337;372;414;494;373;262;213;125
41483;22;4;7;2;3;0;0;5;0;0;0;0;0;0;0;3;89;35;74;95;67;68;70;99;70;94;84;39;45;24
41503;9;1;0;0;0;0;0;0;0;0;4;0;10;0;3;0;6;17;14;87;60;60;66;82;90;166;131;41;26;17
41518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0;4;6;1;17;13;0;13;10
41524;0;13;0;0;0;0;0;0;0;0;0;0;4;4;5;0;0;24;43;107;44;34;85;110;135;188;129;72;83;38
41530;1;3;10;0;0;2;5;0;0;0;0;0;0;0;3;0;3;0;21;49;26;59;62;68;41;72;61;39;26;9
41548;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;24;23;41;21;33;25;81;52;48;8;7;3
41551;11;0;1;7;4;0;5;7;6;0;0;0;4;4;8;28;18;71;155;538;225;301;413;623;762;814;713;387;394;140
41615;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;23;0;0;28;49;35;32;47;140;145;211;146;84;64;27
41660;4;0;0;0;0;5;4;0;0;6;0;0;6;1;4;28;20;4;53;72;38;62;57;62;132;109;106;44;96;28
41668;1;1;0;0;12;5;1;2;0;0;0;0;0;4;1;0;20;44;47;198;173;148;172;294;240;394;383;371;349;160
41676;11;0;0;0;0;5;0;0;0;0;0;0;3;5;3;5;8;50;161;192;88;100;81;162;161;234;169;79;85;61
41770;17;1;0;2;0;0;2;0;0;0;1;0;3;0;0;70;9;14;47;129;87;54;128;101;159;177;115;84;49;32
41791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;0;0;66;80;16;61;62;113;111;102;19;24;20
41797;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;28;25;40;10;31;52;48;90;72;37;23;13;9
41799;2;6;8;0;0;0;0;0;0;0;11;15;5;0;3;20;18;8;81;304;387;263;285;313;455;319;222;147;181;91
41801;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;20;33;47;38;63;74;106;66;92;24;35;33
41807;0;0;0;4;0;0;0;4;0;5;10;0;0;0;0;0;2;1;20;108;99;61;51;39;101;135;77;69;39;38
41872;14;0;0;0;0;0;0;0;8;4;0;0;4;0;0;6;0;20;76;65;27;36;119;106;48;61;29;14;19;10
41885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;13;0;5;5;6;0;4;7;5;14;17;7;15;0
44001;165;14;2;2;3;19;0;0;4;44;20;23;436;251;112;230;287;1957;1238;4536;1369;1431;3608;2412;1830;1997;1557;703;329;57
44035;0;0;0;0;0;0;0;0;0;0;0;4;4;3;71;3;8;29;6;25;36;29;159;115;39;71;25;94;10;37
44078;30;3;0;0;0;0;0;6;0;0;0;0;40;8;20;71;43;219;166;91;662;197;204;243;143;1027;64;175;140;15
44090;93;5;5;9;2;8;0;19;10;39;50;24;71;102;67;77;176;579;619;904;659;1242;3604;6157;3612;2464;867;447;134;89
44098;6;0;0;0;0;0;0;0;0;0;0;11;0;0;0;23;1;118;73;16;147;11;39;30;41;31;29;5;16;7
44110;1;0;0;14;1;0;0;5;0;20;3;15;44;35;157;147;92;191;112;410;117;426;501;397;167;178;364;66;41;2
44279;53;0;0;0;0;0;4;18;0;0;3;4;20;42;26;34;105;1146;507;279;422;219;241;229;246;254;292;79;194;14
44378;1;0;0;0;0;0;0;0;0;2;0;0;3;0;1;3;13;24;55;70;71;86;66;49;45;27;35;9;13;8
44420;1;0;1;0;6;0;0;0;10;3;6;8;17;0;0;6;16;33;26;23;107;51;80;23;40;26;14;0;0;10
44430;22;13;5;2;13;0;12;0;6;21;8;26;23;36;783;60;68;102;226;906;556;602;752;705;480;397;250;204;207;323
44560;0;2;0;0;0;0;0;0;0;0;0;0;0;0;7;4;1;11;15;27;28;126;66;78;43;8;3;4;1;0
