CODMUN_SALIDA;ND;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
44650;9;38;4;0;4;4;4;7;13;63;21;29;21;36;117;81;662;275;434;6455;2701;1096;1258;639;422;328;85;9;21;23
44847;0;0;0;0;0;0;0;0;1;0;0;3;0;0;5;5;8;16;7;34;38;1838;89;69;25;18;9;14;11;0
44855;21;0;0;0;0;0;0;0;12;5;8;11;17;10;9;23;29;40;177;362;125;212;164;209;170;95;41;17;6;0
44874;18;0;1;0;0;0;16;7;18;5;32;2;15;31;45;140;88;167;460;714;1776;1213;1245;874;523;311;151;20;20;2
47001;379;7;8;17;89;25;60;30;77;43;36;54;106;124;160;405;423;1853;4623;23605;4361;3498;4175;6078;13321;9728;1327;539;365;59
47030;1;0;0;7;0;0;4;0;0;49;22;10;44;80;132;51;117;154;308;100;82;302;279;297;611;699;23;0;22;4
47053;296;3;8;7;0;1;10;17;53;54;75;10;35;83;121;151;239;666;2296;1673;1740;1520;1405;1328;2062;3018;159;32;72;17
47058;125;5;0;0;3;1;1;6;15;13;8;33;41;64;106;144;136;213;327;366;272;235;440;360;406;440;102;104;50;0
47161;37;0;0;0;0;0;0;0;4;8;23;33;29;65;11;54;122;239;254;394;196;123;281;144;102;86;26;13;8;3
47170;301;5;6;18;4;29;18;75;62;58;49;31;58;84;795;735;664;612;744;668;458;499;504;530;499;190;38;46;11;9
47189;704;46;17;4;46;27;29;21;50;180;76;110;102;184;882;1428;363;1504;3499;3771;3283;3067;2287;2712;3879;2377;610;491;268;31
47205;0;3;0;0;0;7;0;1;0;0;0;9;0;8;31;37;82;72;72;117;92;106;101;66;31;10;9;3;0;0
47245;95;2;3;0;0;13;9;3;3;11;11;15;26;19;92;70;139;174;544;628;351;442;478;522;601;347;186;81;84;22
47258;350;0;0;0;0;0;14;5;1;3;9;9;8;23;104;152;1611;593;203;186;203;194;244;166;136;80;44;8;13;5
47268;61;0;0;0;0;1;0;0;0;2;5;0;9;3;72;24;61;174;271;218;237;179;402;314;322;194;57;50;14;0
47288;2052;0;7;2;22;9;40;56;68;58;44;34;66;105;315;378;718;6370;11608;2729;2297;2498;2312;2058;3712;5315;416;143;96;27
47318;24;0;0;0;0;0;0;0;11;0;0;10;0;0;47;37;23;47;214;188;214;154;269;189;233;139;32;13;13;21
47460;0;12;0;2;2;6;0;3;3;13;0;1;12;41;19;37;5;61;85;82;49;69;137;123;149;85;27;16;2;7
47541;93;0;1;0;0;0;1;3;1;8;4;13;0;9;21;32;20;96;97;127;111;186;159;180;54;37;13;6;4;0
47545;0;6;0;0;0;0;0;0;0;1;0;3;0;0;4;9;297;12;44;99;91;38;34;65;52;40;23;17;8;0
47551;1025;20;0;14;0;16;10;13;9;15;9;16;45;157;242;470;4296;4071;2685;2402;1270;1281;2312;1559;2599;2736;60;22;15;0
47555;279;18;13;3;13;36;8;22;35;23;72;76;50;163;339;299;381;1029;1376;1598;1701;2538;2107;1267;1143;615;181;268;131;18
47570;373;0;0;0;0;0;0;0;0;0;1;3;4;8;36;48;53;1680;1755;153;117;128;206;201;612;140;38;9;18;0
47605;1215;1;5;0;0;0;14;5;0;1;4;0;10;9;78;137;2028;2939;1324;1180;625;577;538;182;180;128;6;0;0;0
47660;3;5;0;3;0;28;0;3;12;20;7;48;94;1025;417;165;175;180;161;197;199;231;343;624;1185;661;76;42;13;0
47675;327;0;0;0;0;0;0;17;3;0;9;1;4;7;57;58;1960;939;270;286;106;79;192;111;39;70;17;0;2;0
47692;33;0;0;0;0;0;5;0;3;0;0;0;7;5;9;7;36;76;25;44;62;59;56;90;105;68;14;22;2;0
47703;2;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;13;20;48;1;1;16;35;43;31;34;5;5;0;11
47707;14;0;0;9;0;0;0;0;0;4;7;0;5;5;8;33;9;74;82;116;134;168;116;113;143;71;26;20;11;0
47720;0;0;0;0;0;0;6;0;3;0;5;0;4;6;8;1;18;19;8;6;14;9;65;16;37;22;1;0;13;0
47745;476;0;5;0;0;0;0;11;13;5;4;0;7;10;59;80;113;5371;1291;1106;771;762;1380;661;397;219;52;20;22;18
47798;41;5;15;5;0;8;10;50;27;72;49;19;71;85;310;120;227;528;381;717;560;531;371;648;423;144;82;18;2;5
47960;0;1;0;0;20;0;4;0;5;17;0;23;11;6;37;14;26;81;26;52;107;74;109;55;17;74;5;2;29;8
47980;1;14;0;0;11;24;13;13;39;88;65;124;107;194;596;366;283;766;658;797;761;2438;2137;2819;4133;10544;382;193;79;45
50001;67;0;1;0;2;0;0;2;10;5;10;7;4;19;25;84;141;196;385;721;414;623;803;804;676;528;293;289;221;108
50006;39;1;4;1;0;4;9;2;0;3;6;3;10;7;34;30;44;65;246;451;157;236;162;235;354;242;212;116;89;41
50110;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;17;20;4;39;45;108;47;36;40;24;6;3;11
50124;0;0;0;0;0;0;6;0;0;0;0;0;0;0;13;18;30;46;30;19;28;57;25;38;23;17;10;0;0;3
50150;7;9;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;26;14;50;32;64;45;32;29;49;10;5;6;2
50223;3;0;2;2;0;0;4;2;19;1;4;1;0;3;7;9;35;20;74;116;127;72;70;71;32;136;40;28;20;5
50226;15;0;2;3;0;0;0;0;6;6;3;0;5;10;0;13;56;30;91;265;193;125;79;60;71;70;44;25;11;5
50245;11;0;0;0;0;0;0;0;0;19;0;0;23;0;0;31;28;31;42;65;29;8;26;22;26;4;6;5;33;0
50251;187;0;7;16;2;73;44;49;8;24;18;31;44;51;82;287;209;360;321;1169;2428;1036;484;332;310;244;222;142;44;38
50270;40;0;0;9;39;28;0;0;3;7;1;4;20;0;49;63;170;100;124;175;191;415;36;45;62;31;6;9;3;0
50287;18;0;0;4;0;2;0;5;0;14;0;0;7;0;31;63;58;29;68;121;73;106;103;416;158;87;57;38;16;12
50313;71;0;2;0;0;10;5;1;28;18;5;27;13;33;27;123;81;171;445;397;161;223;380;333;449;405;253;269;99;81
50318;21;0;0;3;0;1;0;0;0;0;0;0;0;0;3;4;0;23;52;75;2;32;109;67;54;35;30;41;9;10
50325;429;1;3;17;40;14;31;25;47;13;12;19;57;49;910;1077;520;850;570;4045;1347;574;699;1761;1074;2021;522;447;267;168
50330;235;5;20;7;0;2;37;25;45;10;12;14;32;36;69;336;473;591;606;1050;773;819;1055;1113;706;728;386;281;182;79
50350;146;0;9;3;14;14;7;1;0;0;5;22;16;8;31;209;309;323;302;1000;442;566;1142;1300;1151;828;368;280;285;143
50370;127;9;1;12;0;12;15;18;12;12;5;31;32;16;137;157;245;169;182;808;380;571;619;756;766;485;341;208;249;118
50400;221;7;6;12;0;0;8;36;12;16;34;7;14;54;67;153;489;416;426;574;1147;709;493;387;262;277;269;180;107;69
50450;234;2;5;5;1;1;0;14;11;1;37;1;12;16;29;126;188;643;865;635;330;1178;702;852;638;546;298;214;209;141
50568;246;2;0;2;8;3;0;6;10;27;9;2;25;33;50;341;219;293;288;205;156;219;330;477;467;339;299;197;86;54
50573;16;1;0;0;0;0;10;0;4;0;0;6;15;3;3;24;19;97;152;170;194;292;292;225;322;374;187;86;122;50
50577;230;3;0;9;11;7;6;4;0;14;2;0;11;44;47;138;553;682;364;639;566;572;720;972;681;426;410;244;222;59
50590;269;3;5;6;11;18;7;0;6;0;8;18;4;29;25;118;408;680;532;534;971;795;4688;2530;2232;1393;782;490;405;215
50606;0;0;0;0;0;3;0;0;0;4;7;1;0;0;6;3;8;17;55;64;37;80;42;77;88;37;33;4;24;5
50680;1;0;0;0;0;0;10;2;0;0;0;0;0;0;5;18;21;15;43;48;55;26;78;115;94;42;16;27;26;12
50683;76;13;0;0;0;0;9;11;13;15;19;4;8;3;4;59;100;200;315;479;417;625;873;1168;545;449;324;206;81;33
50686;5;0;0;0;0;0;0;0;0;0;3;0;0;12;3;3;34;14;71;96;23;63;26;20;21;9;5;0;4;1
50689;33;6;3;27;11;0;7;4;0;5;0;7;7;8;15;48;37;57;120;151;110;150;98;212;192;217;174;105;59;16
50711;369;15;4;31;39;41;30;54;44;15;14;23;55;37;61;155;291;919;1072;2877;1136;2230;5940;6662;4508;3410;1721;1000;713;217
52001;20;0;0;0;0;0;5;0;0;7;4;2;0;0;11;23;41;121;391;2054;364;353;346;531;584;299;205;75;234;120
52019;3;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;5;40;125;12;15;34;34;31;59;25;30;41;12
52022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;1;7;7;6;11;0;6;0;0;3
52036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;13;6;0;1;14;47;21;5;6;17
52051;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;30;20;2;5;9;12;14;20;8;20;2
52079;42;6;3;0;4;0;0;0;0;0;5;4;4;7;12;45;32;58;1088;1093;1008;552;1976;3504;1621;4279;1720;1370;1830;526
52083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;0;62;102;42;52;1;34;37;62;60;24;23;27
52110;5;0;0;0;0;9;0;0;0;0;0;0;11;0;0;11;4;5;24;92;183;87;91;131;133;237;177;52;84;47
52203;0;0;0;0;0;0;0;0;0;0;3;0;0;1;6;0;4;0;8;62;22;4;6;12;23;106;92;74;183;58
52207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;57;27;12;33;66;29;26;7;15;9
52210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0;1;8;0;0;5;6;4;0;8
52215;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;8;69;5;33;23;71;70;148;617;31;10;0;15
52224;2;0;0;0;0;1;0;0;3;4;2;0;3;63;23;29;45;44;51;135;34;39;20;21;11;11;2;2;2;4
52227;3;0;0;0;0;2;0;0;0;0;4;5;0;0;0;0;9;8;1;73;30;29;32;79;210;153;58;18;60;15
52233;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;6;23;71;73;268;238;1499;2655;1272;463;352;576;140
52240;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;5;8;7;5;10;39;12;28;7;68;7
52250;4;0;0;0;0;0;0;0;0;0;2;3;0;7;13;11;0;88;740;2853;321;673;2759;744;22054;1336;2497;976;1492;300
52254;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;24;29;36;4;45;150;192;124;64;49;10
52256;17;0;2;0;0;8;10;3;8;0;0;0;1;7;7;20;36;201;122;369;242;142;272;1107;943;694;601;516;1187;135
52258;1;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;99;65;190;1168;105;155;155;219;392;156;68;181;86
52260;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;5;0;6;23;22;21;22;18;34;100;139;77;61;51;30
52287;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;1;4;13;47;31;21;17;7;18;32;16;2;5;0
52317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;0;21;7;5;9;13;1;2;6;6
52320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;9;1;36;18;15;18;26;10;9;42;9
52323;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;4;0;0;0;3;6;0;0
52352;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;6;7;5;4;0;0;0;14;3;0;8;4;1
52354;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;4;10;2;3;2;5;2;2;2
52356;4;0;0;0;0;3;0;3;0;2;3;0;11;3;21;23;2;60;50;158;86;77;275;216;435;466;303;259;291;77
52378;76;0;0;0;0;6;0;5;2;0;0;0;4;0;0;4;0;55;68;299;76;51;62;106;54;121;139;105;130;95
52381;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;88;113;46;22;31;112;173;79;56;38;51;21
52385;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;9;12;7;68;25;109;612;352;92;93;83;10
52390;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;199;23;45;82;650;1070;200;45;106;187;86
52399;11;0;0;0;0;0;0;3;0;0;0;7;2;2;0;0;0;26;18;128;37;43;44;75;99;97;82;46;71;30
52405;18;6;0;2;0;0;17;0;0;7;2;0;7;3;5;5;31;49;110;164;499;97;415;781;965;892;517;511;459;120
52411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;16;18;13;13;36;23;110;157;88;127;143;87
52418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14;114;45;52;135;3610;346;444;264;157;262;54
52427;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7;111;270;266;149;414;703;819;1097;314;332;107
52435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;48;67;24;57;65;167;247;114;95;115;57
52473;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;19;1;15;303;131;123;163;181;164;206;143
52480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;0;0;4;0;6;26;55;59;9;15;33;33;3
52490;2;12;0;0;0;0;0;0;0;4;0;0;0;5;3;9;8;42;806;611;168;80;241;782;756;2185;1503;1699;1067;497
52506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;3;3;0;8;1;0;0;0;0;5
52520;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2;25;9;20;455;86;167;320;268;183;262;260
52540;0;0;1;0;0;1;0;0;4;0;0;0;0;5;18;4;13;19;62;198;390;505;490;3908;2393;3681;812;761;1097;128
52560;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;22;8;10;9;50;35;36;15;21;16;3
52565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;6;5;11;9;24;33;23;54;14
52573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;28;12;12;22;34;27;37;96;29;13;6
52585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;6;5;5;23;3;0;3;6
52612;0;2;0;0;0;0;0;0;0;0;0;8;5;12;12;27;1;6;92;79;290;578;2040;681;381;365;212;188;145;136
52621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;5;0;66;123;338;97;516;319;1208;2504;662;1517;601;295
52678;0;0;2;10;0;0;0;0;5;0;0;3;0;3;0;0;0;11;114;174;92;171;167;186;619;2994;1118;626;813;329
52683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;26;41;14;19;5;45;35;67;53;78;45;85
52685;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;10;4;26;39;31;21;5;29;39;44;2;31;10
52687;0;5;2;0;0;0;0;0;0;6;0;0;0;0;0;2;4;17;20;33;8;49;71;962;72;139;130;42;79;34
52693;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;5;3;1;57;395;74;25;77;114;86;114;88;38;129;50
52694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;6;15;22;2;21;14;6;14
52696;18;5;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;40;3023;225;82;53;195;528;1356;290;1112;506;425;97
52699;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;0;13;41;17;32;26;48;211;441;167;128;138;79
52720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;14;0;0;9;2;6;0;0;5;0
52786;2;0;0;0;0;0;0;0;2;5;5;4;0;1;0;8;5;6;21;104;26;90;28;120;158;87;197;141;165;37
52788;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;5;0;1;180;19;13;24;33;25;15;11;8;7;11
52835;17;10;0;0;4;3;0;2;17;1;0;19;4;8;26;12;53;207;2287;2757;1913;1648;2133;3865;5438;9789;13963;11701;13690;4957
52838;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;15;13;14;9;10;24;32;45;52;49;73;45
52885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;10;2;0;4;2;7;0;3;3
54001;132;4;6;0;4;1;6;30;15;20;15;18;22;59;103;143;1356;597;873;1958;1371;1373;1019;1069;1303;908;675;563;465;155
54003;94;2;3;8;8;9;3;0;2;17;10;0;79;15;200;272;252;190;237;230;180;406;320;318;551;498;210;178;107;81
54051;2;0;0;0;9;11;8;21;0;6;3;0;0;9;0;0;2;33;112;231;284;72;150;62;42;76;30;16;29;5
54099;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;98;9;24;20;11;9;10;0;0;1
54109;18;0;0;0;0;0;0;6;0;20;0;6;1;0;0;1;19;18;46;47;66;18;46;330;57;93;11;13;20;6
54125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;2;5;0;14;0;0;6;0;7
54128;50;4;0;0;2;19;0;24;13;45;0;18;2;16;9;64;113;219;225;239;111;140;119;190;107;81;39;20;11;22
54172;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;8;3;32;27;0;5;30;37;33;20;16;3;15;6
54174;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;31;26;20;46;24;11;16;7;32;50;19;21;7;30;22
54206;49;0;1;0;6;9;7;4;0;0;7;16;25;10;43;62;58;83;161;9699;303;638;590;800;578;345;207;101;83;67
54223;0;0;0;0;0;0;4;0;0;0;0;11;0;0;5;0;0;0;23;45;42;42;64;33;43;44;8;0;7;4
54239;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;17;20;42;10;5;4;13;23;0;0;18;0
54245;50;9;0;7;6;8;0;0;7;30;22;17;6;42;11;73;65;206;379;1212;378;508;817;475;661;515;143;40;58;28
54250;97;0;0;3;0;0;6;0;5;0;17;5;23;19;33;122;131;380;1427;3289;2728;1576;648;515;419;513;193;137;122;1135
54261;34;0;0;0;0;5;5;9;6;7;1;5;19;18;22;14;61;181;101;161;97;134;172;192;182;73;58;51;48;55
54313;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;8;61;47;15;22;33;35;14;35;3;0;1;1
54344;17;3;0;0;0;6;6;5;10;20;17;0;8;14;0;23;40;48;136;557;691;284;265;508;403;428;178;120;198;29
54347;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;11;38;21;17;7;133;0;0;0;0;0
54377;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;22;4;32;23;24;21;5;15;3;0;4
54385;35;3;0;0;1;10;20;17;4;8;11;0;51;34;52;98;113;122;68;119;43;112;163;190;172;190;195;59;101;33
54398;33;0;0;0;10;0;0;0;0;12;4;0;13;2;17;45;21;26;40;42;169;221;177;127;311;226;134;94;46;40
54405;3;0;0;0;0;0;0;0;0;0;4;0;12;0;12;7;0;0;20;34;19;58;43;91;93;65;37;22;53;7
54418;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;313;8;31;10;75;40;54;10;0;0;1
54480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;8;4;4;1;0;0;0;0
54498;84;1;4;24;6;15;14;8;0;0;13;43;26;52;51;157;191;262;410;486;301;370;510;770;701;662;399;203;140;73
54518;4;0;0;0;0;0;0;2;0;0;0;7;0;0;1;10;0;14;20;47;53;28;29;30;43;21;13;13;10;0
54520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;4;0;9;0;5;0;0;9;0;0
54553;22;0;0;0;0;3;5;2;0;0;0;0;5;0;0;0;8;57;37;105;51;96;83;100;74;36;23;20;37;4
54599;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;4;6;9;32;6;0;7;5;7;7;6;0;2
54660;13;0;0;0;0;0;0;0;1;0;0;3;4;22;0;1;3;27;83;223;69;69;50;95;47;94;32;12;16;5
54670;66;0;3;0;0;6;4;10;16;2;10;33;30;12;10;71;62;95;184;944;608;783;1043;501;905;1612;734;308;603;42
54673;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;19;5;12;0;0;8;15;4;9;4;0
54680;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;7;0;4;17;0;7;8;3;0;0;0;6;0;5;9
54720;147;1;0;0;0;0;0;10;13;0;15;0;10;10;6;77;1124;648;408;893;483;667;735;1198;519;490;323;139;326;38
54743;0;0;0;0;0;0;3;0;0;0;0;0;2;0;2;10;0;27;31;5;10;1;4;0;2;0;0;0;0;0
54800;7;0;3;8;12;0;4;0;7;38;13;8;4;111;3;48;59;76;195;5041;1204;514;422;680;667;488;329;186;135;131
54810;1117;3;2;7;11;68;5;31;30;56;61;60;41;436;133;483;8031;4098;6467;6966;4579;3480;3572;2382;1430;863;681;642;493;281
54820;16;0;2;11;2;0;1;8;0;8;0;0;4;19;38;8;74;25;49;69;38;37;47;44;124;49;30;46;36;16
54871;12;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;10;5;20;13;26;3;7;37;36;24;0;0;0;0
54874;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;16;26;69;97;65;74;103;130;94;103;69;105;110;44
63001;16;0;0;0;0;0;0;0;0;0;8;8;1;22;9;0;13;25;53;79;64;131;168;132;189;206;103;55;64;46
63111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;0;0;13;2;5;0;2;4;0
63130;16;0;0;0;0;0;0;0;0;4;0;2;5;16;2;1;4;77;90;172;136;144;184;120;226;252;149;108;45;27
63190;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;5;2;12;15;11;0;34;34;47;29;3;7;12
63212;0;0;0;0;0;0;0;0;0;0;6;0;0;5;0;7;3;0;49;95;27;91;73;82;78;110;96;46;17;10
63272;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;8;29;8;10;20;8;12;19;4;0;0;1
63302;20;0;5;0;9;0;0;0;13;0;19;23;6;4;9;10;33;15;70;258;271;325;375;194;190;206;149;60;20;40
63401;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;1;0;12;22;4;2;3;13;62;75;10;12;18;8
63470;1;2;0;0;0;0;0;1;0;0;0;0;5;0;0;3;0;5;17;10;33;22;27;27;51;29;30;29;17;11
63548;7;1;0;0;5;0;3;3;0;0;5;0;1;0;3;4;8;38;97;138;76;100;93;93;123;167;140;69;45;12
63594;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;11;6;4;21;55;28;21;74;40;24;3;4
63690;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;3;0;6;54;59;37;24;39;52;49;31;37;13;0;11
66001;14;0;0;2;0;0;6;0;0;5;10;0;8;1;3;14;49;54;127;195;129;160;256;310;349;377;134;34;61;36
66045;0;0;1;0;0;4;0;0;0;13;5;1;5;0;9;5;6;0;49;86;67;54;111;74;137;76;17;0;21;13
66075;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;8;7;14;16;62;41;6;34;69;39;4;11;10;2
66088;30;0;0;0;0;16;10;0;0;4;4;3;10;9;16;28;20;7;118;188;117;202;217;141;143;173;84;26;10;12
66170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;12;8;28;46;34;74;116;126;144;77;27;5;4
66318;5;0;0;0;8;1;5;2;7;0;2;0;0;15;33;17;30;23;136;55;162;119;99;198;242;118;30;15;7;14
66383;1;1;0;0;2;0;0;0;0;0;0;0;0;0;4;3;4;33;74;93;31;52;54;44;141;88;7;4;5;4
66400;0;3;0;0;3;10;0;0;14;0;0;0;0;10;457;0;25;4;9;24;47;25;23;92;59;33;7;17;18;9
66440;2;1;0;0;0;0;0;0;0;20;2;4;0;0;0;2;10;5;0;8;16;13;25;37;81;36;17;0;9;11
66456;35;2;1;0;2;0;1;2;4;24;4;10;52;0;21;47;44;89;193;227;288;492;284;345;352;213;148;26;81;63
66572;135;1;4;0;0;5;6;19;1;11;0;21;30;22;40;93;272;1332;780;644;944;505;402;444;701;403;294;83;104;253
66594;49;0;6;2;3;9;17;7;27;27;39;12;30;24;66;124;76;133;278;497;910;1457;818;707;561;315;64;31;9;23
66682;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;21;14;11;40;55;51;74;150;94;32;4;14;2
66687;12;0;0;0;0;0;0;0;4;0;0;3;0;5;0;29;9;24;595;267;165;137;192;147;202;119;27;5;17;15
68001;71;0;0;0;4;3;5;5;11;9;13;3;13;19;33;208;120;107;448;473;357;432;498;501;634;502;169;165;110;53
68013;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;29;0;15;0;5;19;9;14;5;6;0;0;0;0
68020;10;0;1;0;4;0;0;0;0;1;0;0;0;5;5;5;0;4;25;32;23;30;22;5;42;16;5;0;3;6
68051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;14;10;12;5;8;0;5;0;4;0
68077;1;1;1;0;9;0;9;0;0;0;0;0;0;0;0;0;0;5;32;15;35;25;41;63;72;26;17;0;2;4
68079;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;14;6;0;0;0;18;16;0;0;0;0;0
68081;742;4;13;8;37;66;81;59;66;119;70;88;179;144;240;1202;598;4808;7307;2217;1165;1689;2254;1987;2104;1412;696;529;273;70
68092;19;0;0;1;7;8;3;6;8;3;29;4;31;22;0;43;55;51;109;61;112;76;63;59;102;17;13;0;0;0
68101;11;27;7;7;10;22;5;2;0;4;5;1;14;11;21;21;13;104;676;181;154;134;171;127;206;210;106;94;44;22
68121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;7;0;0;0;0;0;0
68132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;4;24;38;0;6;1;0;0;0;0;0;0;0
68147;4;0;0;0;0;0;0;0;6;0;0;1;0;4;22;2;11;57;281;95;30;47;48;28;60;14;5;3;0;5
68152;18;0;0;0;0;0;0;0;0;0;0;1;0;23;7;12;2;20;81;29;15;8;17;17;9;18;1;0;0;0
68160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;14;3;20;12;22;22;22;32;0;4;0;0;0;0
68162;66;0;0;1;0;3;12;0;0;1;5;0;0;0;0;184;5;0;173;62;5;32;14;20;4;13;8;0;0;0
68167;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;4;6;5;17;11;47;36;28;30;16;26;8;4;5;0
68169;7;0;0;0;0;0;0;0;2;0;0;0;1;4;14;0;2;17;138;33;65;24;18;40;22;8;8;0;5;0
68176;1;0;0;0;0;5;0;0;0;0;4;0;0;0;0;0;9;4;3;154;53;34;61;41;67;45;8;8;6;0
68179;22;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;27;17;0;9;9;0;10;8;0;0;0;0
68190;64;174;19;29;33;26;20;7;40;14;20;29;53;54;24;58;76;161;406;210;131;148;375;456;724;582;296;168;161;28
68207;0;3;0;1;8;13;6;4;12;12;4;3;9;0;2;20;9;39;73;44;20;7;21;35;8;19;9;1;4;0
68209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;8;0;0;7;0;0;4;0;0;0
68211;2;16;2;0;0;2;0;0;0;0;0;9;13;5;7;20;0;3;33;18;28;9;39;39;51;21;13;7;11;0
68217;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;1;8;25;32;27;44;40;33;73;17;29;0;14;3
